title,country,location,date,sector,contract_type,exp,study_level,job_description
Chargé (e) de CRM,Maroc,Casablanca,20/09/2021,Internet / Multimédia,CDI,De 1 à 3 ans,Bac +2,  Be sharp   Rigoury (s)   Clarification (e)   Methodical   A sense of contact and understanding of the issues
Consultants SAP BO H/F,Maroc,"Salé, Technopolis",20/09/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"Training Engineer or Bac +5, mastering English (written and spoken), you have at least 7 years experience in the field of Business Intelligence with: And or: With analytical and synthesis capabilities and a sense of service, you are involved with our clients in our project teams on complex and challenging missions. Autonomous, you are also adaptable and enjoy working as a team. A significant experience on SAP Business Objects solutions (version XI r2 to BI4.1, Web Intelligence Modules, Designer, Dashboard, Analysis and Lumira). A significant experience of other BI tools (SAP BW, Qlikview, Tableau Software, Microstrategy, Cognos), major SBMD, and SAP (ERP) and Siebel (CRM) solutions. A mastery of the main BI concepts (modelization, data integration, reporting/dashboarding, OLAP), an ETL (SAP Business Objects Data Services, Informatica, Microsoft SSIS,...) and SQL language."
Account Manager (H/F),Maroc,Casablanca,20/09/2021,Immobilier / Promoteur / Agence,CDI,De 1 à 3 ans,Bac +3,"From a business school or university (business management/business action). First experience in sales, ideally in a moving sector (retail, banking, insurance). Good communication in French and Arabic. Passion for sales and trade negotiations. Proposition force. Good presentation. Outcome orientation. Motorised Adaptability and flexibility"
Affréteur / Agent Customer Service,Maroc,Tanger,20/09/2021,Transport / Messagerie / Logistique,CDI,De 1 à 3 ans,Bac +3,"Bac+3 5 training in logistics and transport or equivalent with a minimum experience of two years in a similar position. Knowledge: Other: Knowledge of the regulations Transport; Technical knowledge on the organisation of the transport operation (national and international); Knowledge of market prices; Mastery of Microsoft Office computer tools and Schenker computer tools; Mastery of Foreign Languages (French and English required). Spirit of analysis, initiative, sense of organization, sense of welcome and communication, rigour, availability and responsiveness; Flexibility on working hours."
Chargé d'Etudes Techniques / Panneaux Sandwich et Portes,Maroc,Casablanca,20/09/2021,Autres Industries,CDI,De 3 à 5 ans,Bac +4,"As a technical student, you must be a graduate of civil engineering with more than 03 years of experience in the same field. Competences: Good knowledge of metal structures Good knowledge of the regulations AUTOCAD mastery"
Office Manager and Administrator Bilingue F/H,Maroc,Rabat et région,20/09/2021,Service public / Administration,Autre,De 10 à 20 ans,Bac +4,"As an Office Manager and Administrator H F you must: Be training baccalaureate + 4 or more in Management. To justify an experience of more than 08 years in a similar position preferably in the diplomatic field. To have a good level of communication in French and English has written and oral and mandatory. Perfectly master computer tools (Word, Excel, Power point etc...). Have good practical knowledge and use of social media. Be attentive to detail and have the ability to work independently and to meet deadlines. Be able to work on its own initiative and be flexible by accepting new areas of work; Have excellent interpersonal skills and the ability to work as a team; Be able to carry out several front tasks and give instructions; Interested in this opportunity? Don't hesitate to apply!"
Chef de Projet,Maroc,Fès,20/09/2021,Offshoring / Nearshoring,CDI,De 5 à 10 ans,Bac +5 et plus,"With a Bachelor's degree +5 in Computer Engineering, you have a significant experience of at least 8 years in computer information systems or embedded systems. You have already developed experience in project management and team management in an Offshore/Nearshore environment. Good communication, you are dynamic and responsive and you love customer contact. You will be in touch with clients to meet their needs and build qualitative relationships. Autonomous and versatile, Oriented results. You are organized, open-minded and accountable and will be able to manage projects with significant economic and financial challenges. You are a force of proposal and have the ""Corporate mindset"" demanding versatility, Agility and organization. Your operational rigour, your sense of work in project mode and your autonomy will also be essential to mastering the stakes of this position. English written and spoken will be a great asset."
Account Manager (H/F),Maroc,Casablanca,20/09/2021,Immobilier / Promoteur / Agence,CDI,De 1 à 3 ans,Bac +3,"From a business school or university (business action management line). First experience in sales, ideally in a moving sector (retail, banking, insurance). Good communication in French and Arabic. Passion for sales and trade negotiations. Proposition force. Good presentation. Outcome orientation. Powered. Motorised Adaptability and flexibility"
Administrateur N3 Senior Windows Server et Cloud (H/F),Maroc,Casablanca,20/09/2021,Informatique,CDI,De 5 à 10 ans,Bac +5 et plus,"Qualifications required to succeed in this role Technical Skills:   At least 7 years in Windows Server administration (2008 and +), MCSE certification   Packaging mastery and deployment via MS SCCM   Managing AD, DHCP, GPO and other services on Windows Servers   Very good level in Shell scriping.   Good Vmware Mastery, HyperV.   Good command of administration under Google Cloud. Preferably certified: ""Google Associate""   Experience in Veeam or other backup tools. Soft Skills:   Good level in English allowing coordination with different interlocutors in different countries.   Team spirit and information sharing   Sense of organization and documentation"
Administrateur N2 confirmé Tools (H/F),Maroc,Fès,20/09/2021,Informatique,CDI,Moins de 1 an,Bac +5 et plus,"Technical Counts: Soft Skills: Mastery of BDDs: MySQL, Sql Server and Oracle Knowledge At least 2 years in administration covering perimeters: Storage, backup Berry mastery: NetApp, HP 3PAR, DELL, and preferably IBM Mastery of Brocade Switches Accessible level in routing and switching System experience, Linux rating. Intermediary level in English allowing coordination with different interlocutors in different countries. Team spirit and information sharing Sense of organization and documentation"
